id,text,label,source
elife_336,Oviductal estrogen receptor α signaling prevents protease-mediated embryo death,1,elife
20ng_11648,"Hmmm... people in the americas before the time of Christ, children who
die young, etc. ?




   But of course, the popular conception of hell (correct or incorrect) is
something akin to eternal perpetuation of consciousness, at the very least.



   I think a good number of atheists believe there is nothing beyond 
bodily death, but it is simply an abuse of language to say they believe
they're going to hell. They believe they're going to _die_. Understand
that you've turned Hell into a verb. Using the same logic, it also follows
that all animals are 'going to Hell.' Are you sure this is what you want
to say? (presumably animals don't have the opportunity to get to heaven,
but this still doesn't change the fact that they're going to Hell (die
a final death))

   I don't claim to know whether or not there is an afterlife of _some_
sort, but if Hell is as you described (final death, and
not eternal perpetuation of consciousness) it will be true that
there will never be a moment when I am aware of my non-existence. 
(assuming I 'go to Hell' and not to Heaven) In other words, I'll
never know I'm dead. Hmmm... 



    Ever hear people say of a loved one who was ill, and has died:
 ""At least she's not suffering any more; She's in Heaven now."" ?

    Consider the following statement:
 ""At least she's not suffering any more; She's in Hell now.""

    The above statement sounds odd, but according to your definition of Hell, 
it would be a true statement. The person in Hell would not be suffering. 
Granted, they wouldn't be *anything* (wouldn't be having any
conscious experience whatsoever). 

    You say Hell (death) is eternal. However, this loses its meaning 
to a dead person. And to me, it seems that the threat of some sort 
of eternal punishment only makes sense/has force if one expects to
be conscious throughout this eternity. 

    Many atheists believe that the thirst for an afterlife is simply the
product of propaganda (""Friend, do you want the FREE gift of e-ternal life?""
It's my understanding that the early jews did not believe in an afterlife.
Can anyone back me up on this?) combined with the survival instinct all
animals share. The difference is we have consciousness, and once we get the
idea of eternal life drilled into our brains, we then desire a sort of
super-survival. 

 

    That would depend on what Heaven is like. If God is a King, and 
an eternity in heaven consists of giving thanks and praise to the King,
I might opt for Hell. I read a lovely account of a missionary trying to
convert Eskimos to Christianity in the book _The Illusion of Immortality_
by Corliss Lamont. The missionary started to speak about Heaven. 
""Are there seals in heaven? Will we be able to go hunting?"" asked an
Eskimo. The missionary said no. The group of Eskimos then said something
to the effect of, ""Well what good is your Heaven if there's no hunting?
Scram."" I highly recommend the above book (IOI) to anyone who wants an
account of the other side of the immortality coin (that there is no 
immortality). 




   Pax,",0,20newsgroups
ag_45026,"Microsoft: Suspend Windows Penalties  LUXEMBOURG (Reuters) - Microsoft asked a European Union  judge Thursday to freeze a European Commission order forcing it  to share technology with competitors, but a rival said the  software giant used to provide such information freely.",0,ag_news
ag_99753,"Nephew faults Israel in Arafat's death PARIS -- Newly armed with Yasser Arafat's medical dossier, his nephew pinned blame on Israel for the late Palestinian leader's death and refused yesterday to squelch rumors of poisoning -- although he acknowledged that doctors found no known poisons.",0,ag_news
elife_930,Repair of naturally occurring mismatches can induce mutations in flanking DNA,1,elife
ag_113269,"Business Analysis: Oracle refocuses to give itself an upgrade A court in Florida will convene tomorrow, to consider the software industry #39;s largest merger. Sitting in the Delaware Chancery Court, vice-chancellor Leo Strine will decide whether PeopleSoft is allowed to",0,ag_news
ag_113811,"Colts 23, Texans 14 Peyton Manning broke one of Dan Marino #39;s touchdown records, just not the one everybody has been talking about. But Manning got the only things that really matter to him -- an Indianapolis win and a playoff berth.",0,ag_news
ag_14343,"Intel Shifts To Next-Gen Strained Silicon Intel Corp. will shift to a second-generation strained-silicon technique within its forthcoming 65-nanometer process technology, the company will announce on Monday.",0,ag_news
ag_22018,"Steve Jobs back at Apple After cancer surgery, the chief executive hits meetings, with plans to return to full-time work later this month.",0,ag_news
ag_114416,"China, Russia Will Hold First War Games China and Russia will hold their first joint military exercise next year, the Chinese government said Monday, as President Hu Jintao called for an expansion of the rapidly growing alliance between the former Cold War rivals.",0,ag_news
elife_1484,A balance of positive and negative regulators determines the pace of the segmentation clock,1,elife
elife_417,Rapid stimulus-driven modulation of slow ocular position drifts,1,elife
elife_1702,Structure of a AAA+ unfoldase in the process of unfolding substrate,1,elife
ag_30362,Dollar Edges Down on Doubts Over Fed  TOKYO (Reuters) - The dollar edged down on Friday after  soft U.S. manufacturing data fueled the view that the Federal  Reserve may slow or even temporarily halt its tightening  campaign.,0,ag_news
elife_1733,"3DeeCellTracker, a deep learning-based pipeline for segmenting and tracking cells in 3D time lapse images",1,elife
elife_1774,Acquisition of exogenous haem is essential for tick reproduction,1,elife
ag_57343,Procter  amp; Gamble #39;s On Demand Procter  amp; Gamble (NYSE: PG) is the latest company to experiment with new-age advertising techniques to lure the consumer dollar.,0,ag_news
ag_71724,"TXU Raises Dividend, Yearly Forecasts Energy utility TXU Corp. on Monday more than quadrupled its quarterly dividend payment and raised its projected earnings for 2004 and 2005 after a companywide performance review.",0,ag_news
ag_40713,"Russia to Curb Inflation, Manage Industry, PM Says (Update1) Russia #39;s government will take an active role in managing industry as it seeks to curb inflation and open markets to attract investment, Prime Minister Mikhail Fradkov said.",0,ag_news
ag_27861,"Yahoo to Buy Online Music Seller for \$160 Million na move to expand its role in the online music business, Yahoo announced yesterday that it would buy Musicmatch, a company that sells music online, for \$160 million.",0,ag_news
ag_122486,"UN Refugee Chief Tours Sudanese Refugee Camp in Chad The top United Nation refugee official is in Chad, where Saturday, he toured a camp for Sudanese refugees who have fled violence in the western Darfur region.",0,ag_news
elife_938,Activation of Toll-like receptors nucleates assembly of the MyDDosome signaling hub,1,elife
elife_1910,Automatic discovery of cell types and microcircuitry from neural connectomics,1,elife
elife_11,Spatiotemporal mosaic self-patterning of pluripotent stem cells using CRISPR interference,1,elife
ag_104183,"Yahoos New Front Page and Shortcuts Yahoo's New Front Page and Shortcuts\\I know this kinda stuff has to happen, but it makes me very sad. Yahoo has a new front page. Go look at it. It's at http://www.yahoo.com. See anything odd about the page? The odd thing I see is that the pointer to the directory ...",0,ag_news
elife_62,Cell-type diversity and regionalized gene expression in the planarian intestine,1,elife
elife_218,SnRK1-triggered switch of bZIP63 dimerization mediates the low-energy response in plants,1,elife
elife_1337,Activation of a neural stem cell transcriptional program in parenchymal astrocytes,1,elife
elife_673,A genetically attenuated malaria vaccine candidate based on P. falciparum b9/slarp gene-deficient sporozoites,1,elife
elife_830,"Evidence for suppression of immunity as a driver for genomic introgressions and host range expansion in races of Albugo candida, a generalist parasite",1,elife
ag_76847,"Cambodia set to crown new king PHNOM PENH, Cambodia -- Cambodia is preparing to crown its first new king in decades later Friday, amid an array of official celebrations.",0,ag_news
20ng_2305,"{""id"": ""20ng_2305"", ""text"": """", ""label"": 0, ""source"": ""20newsgroups""}",0,20newsgroups
elife_651,Late developing cardiac lymphatic vasculature supports adult zebrafish heart function and regeneration,1,elife
ag_114651,"Blue Jays bring Koskie home ANAHEIM -- Suddenly, being Canada #39;s undisputed National Team comes with a burden, the Toronto Blue Jays seem to understand. Getting prominent Canadian natives into a Toronto uniform is part of the responsibility.",0,ag_news
elife_787,Direct modulation of aberrant brain network connectivity through real-time NeuroFeedback,1,elife
elife_1861,Microglial depletion disrupts normal functional development of adult-born neurons in the olfactory bulb,1,elife
ag_83039,"Diamondbacks dump Backman, hire Melvin Just four days after he was introduced as the Arizona Diamondbacks manager, Wally Backman was fired yesterday following revelations he was arrested twice and struggled with financial problems.",0,ag_news
ag_39960,"Shanghai Race: Barrichello stars Using a three-stop strategy, Ferraris Brazilian number two won the Chinese Grand Prix while Fernando Alonso finished fourth.",0,ag_news
elife_2047,Microbial consortia at steady supply,1,elife
ag_17840,"Businesses Batten Down for Frances  NEW YORK (Reuters) - Hurricane Frances threatens to dampen  sales, and possibly earnings, for a slew of companies -- from  insurers to airlines -- as business activity screeches to a  halt only three weeks after Hurricane Charley hit Florida.",0,ag_news
elife_984,"Numerical magnitude, rather than individual bias, explains spatial numerical association in newborn chicks",1,elife
elife_1695,Structural basis of pathogen recognition by an integrated HMA domain in a plant NLR immune receptor,1,elife
20ng_3539,"I saw the following computer in a store and wanted to know if this is a good
computer or does someone see something wrong with it.  I also would like to
switch the motherboard later when this computer becomes too slow.  Does anyone
know if this is possible with a Leading Edge Computer, or will it be difficult
to find a motherboard that will fit in this computer.  Any help will be
greatly appreciated.

      Leading Edge- Model PC4170E

      * Intel 486SX/25 Mhz CPU
      * Supports Intel OverDrive clock-Doubling Processors(What is this?)
      * Upgradable to 486DX2/66
      * 4 MB RAM upgradable to 32 MB
      * 8 KB internal cache
      * 1.2 MB 5 1/4"" & 1.44 MB 3.5"" Disk Drives 
      * 213 MB Hard Drive
      * 1024 x 768 VGA Video Resolution
      * 1 MB Video RAM 256 Colors
      * 6 Available 16-bit ISA expansion Slots
      * One local bus socket (16-bit ISA Compatible)
      * 4 5.25"" drive bays, 3 external
      * One 25-pin Centronics type parallel port
      * 2 RS-232C Serial Ports (9 & 25 pin)
      * One 15-pin analog video connector
      * One PS/2 Compatible mouse port
      * 200 Watt power supply
      * 101 key keyboard and mouse included
      * Software includes Windows 3.1, Dos 5.0, Microsoft Works for Windows

      The store wants $1200 (without monitor) for this.  Is it a good price?

      Thanks!",0,20newsgroups
elife_1578,Complexin induces a conformational change at the membrane-proximal C-terminal end of the SNARE complex,1,elife
elife_656,Dendritic sodium spikes are required for long-term potentiation at distal synapses on hippocampal pyramidal neurons,1,elife
ag_33651,Man held in Cisco case British police have arrested a 20-year-old man in northern England on suspicion of involvement in the theft and posting in May of a key piece of software from Cisco Systems.,0,ag_news
elife_1245,Stimulation of Piezo1 by mechanical signals promotes bone anabolism,1,elife
20ng_5981,"If you write a second time to a CD you need to have multi-session capability to
read the second session.  Whether it is photos or just data or whatever.

Here is a simplified way of looking at it:
The first session has the directory structure burned at some tracks.  The
second session has a newer directory structure, but the first directory still
exists, because you cannot change, only add.  So if you put that in a 'normal'
drive and it will only look to the first directory and think it has found all
data.  Multisession kindof means that the drive will look for the last
directory written to the disc, older systems look only for 'the' directory, not
taking multiple directories into account.",0,20newsgroups
elife_1863,Fast deep neural correspondence for tracking and identifying neurons in C. elegans using semi-synthetic training,1,elife
elife_1129,Identifying prostate cancer and its clinical risk in asymptomatic men using machine learning of high dimensional peripheral blood flow cytometric natural killer cell subset phenotyping data,1,elife
ag_107801,"Pace of U.S. Factory Growth Climbs in Dec (Reuters) Reuters - The pace of growth at U.S. factories\picked up in December, boosted by an increase in new orders and\despite a decline in employment, a report showed on Monday.",0,ag_news
elife_856,A role for cerebellum in the hereditary dystonia DYT1,1,elife
elife_1044,The eukaryotic bell-shaped temporal rate of DNA replication origin firing emanates from a balance between origin activation and passivation,1,elife
ag_121676,Cisco to debut new router family Internet hardware giant Cisco Systems is said to be preparing to launch a new family of routers that can manage both voice and data applications.,0,ag_news
20ng_1362,"What can people tell me about apple's new keyboard, the one that is designed
to be more ergonomically friendly? I have begun to experience wrist and hand
pains using a standard keyboard, and using a powerbook. What can people with
similar experiences tell me? Replies to email please. Paul G.",0,20newsgroups
elife_1657,Isolation and transcriptomic analysis of Anopheles gambiae oenocytes enables the delineation of hydrocarbon biosynthesis,1,elife
ag_1343,"Home Depot Profit Tops Estimates on Sales  ATLANTA (Reuters) - Home Depot Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HD.N target=/stocks/quickinfo/fullquote""&gt;HD.N&lt;/A&gt; on Tuesday  reported a 19 percent rise in second-quarter profit, topping  estimates, as technology upgrades and other store improvements  helped boost sales.",0,ag_news
elife_423,Identification of a lipid scrambling domain in ANO6/TMEM16F,1,elife
elife_1986,A quantitative approach for analyzing the spatio-temporal distribution of 3D intracellular events in fluorescence microscopy,1,elife
20ng_1342,"In rec.autos you write:


This McLaren auto-transmission (I still think it's only half auto,
but You may be right) has NOTHING to do with Your GM, Chrysler, Volvo,
or whatever auto transmission. It's a normal manual transmission
gearbox with clutch and all, but there are servo motors, which do
the shifting. 

That means, there is no power loss in the drivetrain (if You take out 
minimal mechanical friction), and the sami-auto transmissions 
(Ferrari, Williams, McLaren(?),...) don't tell You, when to shift,
either. However, these transmissions share an important disadvantage
with Your stock auto-trannie: They are EXPENSIVE.

As long as these servo-shifted gearboxes aren't available on 
'normal' cars I'm gonna stick with my manual. I just can't see an
advantage to make up for two grand I lose in this deal and the
loss in mileage and power (except maybe in real heavy traffic). But
then I drive mostly on the autobahn and country roads anyway.

There's no point in making a religion out of this, I just wanted to
point out a few technical facts and MY OWN opinion, so there's
no need for a flame war.


Have a safe ride",0,20newsgroups
ag_57182,"AOL Working on Standalone Browser; Fate of Mac Version Unknown America Online, Inc. is reported to be developing a Web browser based on Microsoft Internet Explorer technology. It is not known when the browser will be released",0,ag_news
ag_98356,"Martin #39;s Presence Drives the Jets Knowing he was too hurt to be effective, running back Curtis Martin still wanted to be in the huddle as the New York Jets attempted to rally in the fourth quarter against the Cleveland Browns.",0,ag_news
ag_14663,"France will not repeal head scarf law despite demands from kidnappers in Iraq (Canadian Press) Canadian Press - PARIS (AP) - France will not revoke a law banning Muslim head scarves in public schools despite demands by a militant Islamic group holding two French journalists hostage in Iraq, a government spokesman said Monday.",0,ag_news
ag_92201,Vodafone interim profits dip (AFP) AFP - British mobile telephone giant Vodafone reported a two percent fall in half-year underlying profits as the group added 7.4 million new customers.,0,ag_news
elife_1913,Suppressor of cytokine signaling (SOCS)5 ameliorates influenza infection via inhibition of EGFR signaling,1,elife
elife_738,AXL receptor tyrosine kinase is required for T cell priming and antiviral immunity,1,elife
elife_699,Structured illumination microscopy combined with machine learning enables the high throughput analysis and classification of virus structure,1,elife
elife_588,Fungal effector Ecp6 outcompetes host immune receptor for chitin binding through intrachain LysM dimerization,1,elife
elife_237,Mitotic spindle scaling during Xenopus development by kif2a and importin α,1,elife
ag_113908,"Redskins Trail, 17-14 The Redskins get off to a fast start -- scoring 46 seconds into the game -- but now trail the Eagles, 17-14, in the fourth quarter at FedEx Field.",0,ag_news
ag_35004,Halladay Activated to Start Against Yanks (AP) AP - Cy Young Award winner Roy Halladay was activated from the 15-day disabled list and returned to the Toronto Blue Jays to start Tuesday night against the New York Yankees.,0,ag_news
elife_568,Cardiac mitochondrial function depends on BUD23 mediated ribosome programming,1,elife
ag_107905,"Free online credit reports begin Wednesday Consumers in 13 Western states will be able to grab free online copies of their credit reports starting Wednesday, as a new federal law is phased in.",0,ag_news
ag_23797,"Cell Phone TV Is Coming Several companies move toward offering TV on mobile phones. Also: NDS, STMicroelectronics and Thomson will develop anti-piracy technology   hellip;. Oracle continues pursuit of PeopleSoft   hellip;. and more.",0,ag_news
elife_1921,The transcriptional cofactor TRIM33 prevents apoptosis in B lymphoblastic leukemia by deactivating a single enhancer,1,elife
ag_74680,"Novell To Offer SuSE On Dell Servers Novell plans to make its SuSE Linux Enterprise Server 9 software available direct from Dell on factory-loaded Dell servers. The companies said Wednesday that beginning in 2005, customers buying Dell #39;s PowerEdge",0,ag_news
ag_21608,"Salton Loss Widens, Hurt by Charges Salton Inc. , a maker of household appliances with brands such as Westinghouse and George Foreman, on Wednesday reported wider quarterly losses, hurt by hefty restructuring charges.",0,ag_news
elife_483,Complement and CD4+ T cells drive context-specific corneal sensory neuropathy,1,elife
elife_1259,Localized epigenetic silencing of a damage-activated WNT enhancer limits regeneration in mature Drosophila imaginal discs,1,elife
ag_57455,"Blair told to double overseas aid Tony Blair is being urged to use all his negotiating powers to end poor countries #39; debt and double aid. Some 45m children will die needlessly before 2015 and aid budgets are half their 1960 levels, charity Oxfam says in a new report, Paying the Price.",0,ag_news
ag_36741,"DSL Tops 78 Million Lines Worldwide The number of DSL subscribers worldwide exceeded 78 million as of 30-June-2004, up by 30 million in 12 months, according to the latest data produced for the DSL Forum by industry analyst Point Topic.",0,ag_news
ag_108870,Rights Watch Urges Karzai to Sideline Warlords  KABUL (Reuters) - A leading rights group urged Afghan  President Hamid Karzai on Saturday to sideline warlords  implicated in rights abuses and strengthen the rule of law when  he announces a new cabinet after being sworn in next week.,0,ag_news
elife_1922,A bacterial riboswitch class for the thiamin precursor HMP-PP employs a terminator-embedded aptamer,1,elife
elife_1354,Recognition of familiar food activates feeding via an endocrine serotonin signal in Caenorhabditis elegans,1,elife
ag_49438,"Jury Rules in Favor of Kodak in Dispute A federal jury has backed Eastman Kodak Co. in a high-stakes, patent-infringement dispute with Sun Microsystems Inc. over the Silicon Valley company #39;s popular Java programming language.",0,ag_news
elife_1947,Optogenetic feedback control of neural activity,1,elife
elife_902,"Minimized human telomerase maintains telomeres and resolves endogenous roles of H/ACA proteins, TCAB1, and Cajal bodies",1,elife
elife_144,A biological switching valve evolved in the female of a sex-role reversed cave insect to receive multiple seminal packages,1,elife
elife_1938,"Cooperation of the ER-shaping proteins atlastin, lunapark, and reticulons to generate a tubular membrane network",1,elife
elife_1684,27 T ultra-high static magnetic field changes orientation and morphology of mitotic spindles in human cells,1,elife
elife_242,Architecture of the human mTORC2 core complex,1,elife
elife_779,Corticostriatal dynamics encode the refinement of specific behavioral variability during skill learning,1,elife
ag_105592,"Spurrier Sees SEC Title for Gamecocks (AP) AP - Right now, life is a blur for new South Carolina coach Steve Spurrier.",0,ag_news
elife_50,Bottom-up and top-down neural signatures of disordered multi-talker speech perception in adults with normal hearing,1,elife
elife_2008,Role of SAGA in the asymmetric segregation of DNA circles during yeast ageing,1,elife
elife_1825,Insights into the molecular architecture and histone H3-H4 deposition mechanism of yeast Chromatin assembly factor 1,1,elife
ag_50662,"IBM touts new Power5 servers OCTOBER 05, 2004 (COMPUTERWORLD) - IBM has launched a pair of high-performance, low-priced Unix servers and related security services aimed at small to medium-size businesses.",0,ag_news
elife_281,Dpp dependent Hematopoietic stem cells give rise to Hh dependent blood progenitors in larval lymph gland of Drosophila,1,elife
elife_1055,The preRC protein ORCA organizes heterochromatin by assembling histone H3 lysine 9 methyltransferases on chromatin,1,elife
ag_43934,Circuit City picks up AT T Net phone plan The retailer will sell CallVantage in many of its outlets and through its Web site.,0,ag_news
elife_1285,Testing sensory evidence against mnemonic templates,1,elife
elife_1872,Persistent effects of pair bonding in lung cancer cell growth in monogamous Peromyscus californicus,1,elife
elife_1460,Hepatocyte Growth Factor-mediated satellite cells niche perturbation promotes development of distinct sarcoma subtypes,1,elife
ag_75929,"Twelve dead, including nine British tourists, in Jordan bus accident (AFP) AFP - Twelve people, including nine British tourists, were killed when their bus overturned and crashed into a truck near the ancient city of Petra, a Jordanian official said.",0,ag_news
elife_1857,Adult-born neurons modify excitatory synaptic transmission to existing neurons,1,elife
elife_557,Unconventional secretory processing diversifies neuronal ion channel properties,1,elife
ag_49197,"ABC News NBA Today NBA Today Dec 6, 2004 - Orlando at Denver (9 pm EST). The Southeast Division-leading Magic try to extend their winning streak to four. Quentin Richardson, Suns, made eight 3-pointers and scored 37 points in Phoenix #39;s 121-99 victory over Portland.",0,ag_news
elife_421,An internal thioester in a pathogen surface protein mediates covalent host binding,1,elife
elife_1655,Derivation of trophoblast stem cells from naïve human pluripotent stem cells,1,elife
elife_269,YAP is essential for mechanical force production and epithelial cell proliferation during lung branching morphogenesis,1,elife
elife_1505,SLAMF6​ deficiency augments tumor killing and skews toward an effector phenotype revealing it as a novel T cell checkpoint,1,elife
elife_73,Loss of the transcription factor Meis1 prevents sympathetic neurons target-field innervation and increases susceptibility to sudden cardiac death,1,elife
ag_13043,"Microsoft to release Longhorn in  #39;06 The Microsoft Corp. has decided to advance the timetable on its much-anticipated overhaul of Windows, the Financial Times reported Saturday.",0,ag_news
elife_396,"C-terminal threonines and serines play distinct roles in the desensitization of rhodopsin, a G protein-coupled receptor",1,elife
elife_553,Functional genome-wide siRNA screen identifies KIAA0586 as mutated in Joubert syndrome,1,elife
elife_501,A time-stamp mechanism may provide temporal information necessary for egocentric to allocentric spatial transformations,1,elife
20ng_6842,"The father of a friend of mine is a police officer in West Virginia.  Not  
only is his word as a skilled observer good in court, but his skill as an  
observer has been tested to be more accurate than the radar gun in some  
cases . . ..  No foolin!  He can guess a car's speed to within 2-3mph just  
by watching it blow by - whether he's standing still or moving too!  (Yes,  
I realize that calibrated guns are more accurate than this, but . . .).   
His ability is not that uncommon among people who watch moving things for a  
living, I have heard . . ..

So what good is a radar detector except to give you a split second warning  
that the guy who just cut you off to pass the guy ahead and to your left  
is about to panic stop from 85 on a crowded freeway???",0,20newsgroups
elife_1226,Natural variation in sugar tolerance associates with changes in signaling and mitochondrial ribosome biogenesis,1,elife
ag_12545,"SBC, Sprint Strike Roaming Accord SBC Communications Inc. and Sprint Corp. today announced a roaming agreement that will provide Sprints customers access to approximately 2,300 wireless Internet hotspots at airports, hotels and other venues operated by SBC.",0,ag_news
20ng_8498,"I bought mine at the MOW storefront.
Its not plastic, its woven material.

but I think you miss the point.
its not about the five bucks in your pocket, its about supporting the
march and helping to pay for all the printed materail and scehdulkes and
organisation and...

all leading up to the literal *birth* of Queer visibility in this country.

up to this point all our news coverage has been driven by events thatb
happen to us. 
this event is happening by our direct action.
of course the last MOW was the same thing but they ignored us.
I guess that was just labor pains.
perhaps they will ignore us again, in which case we will come in
even largeer numbers next time.

Lst night in DC there were so many queers out and about you could hardly get
in any place.
I suspect thatb over the next two days that will become exponentially
larger.

To my mind this is a physical bsuting down of the collective closet of
queer invisibility.

the five bucks is insignificant.

LUX ./. owen",0,20newsgroups
ag_124150,NJ residents file lawsuit to block e-voting WASHINGTON - A coalition of New Jersey residents filed a lawsuit Tuesday asking a judge to stop the state from using electronic voting machines in the Nov. 2 election.,0,ag_news
ag_32526,Cricket: West Indies Defeats South Africa to Reach ICC Champions &lt;b&gt;...&lt;/b&gt; The West Indies has defeated South Africa by five wickets to reach the semifinals of the ICC Champions cricket Trophy in London. Ramnaresh Sarwan hit a well-paced 75 on Sunday to lead the West Indies.,0,ag_news
ag_56778,"Senate to vote on corporate tax package Aching to go home and campaign, senators agree to a bevy of votes today to get their tax overhaul through. By Associated Press. WASHINGTON - The Senate late Sunday resolved a dispute delaying passage of a sweeping",0,ag_news
elife_1407,A dietary sterol trade-off determines lifespan responses to dietary restriction in Drosophila melanogaster females,1,elife
ag_107137,"Microsoft introduces weblog service Microsoft #39;s MSN division has launched a test version of a free blogging service aimed at consumers, its first attempt to provide this popular activity for the mass consumer market.",0,ag_news
20ng_7897,"Here is a disturbing thought.

Now, we no longer live in the days of big filing cabinets. We live in
the electronic age. I asked myself, how big could the escrow database
get? How hard might it be to steal the whole thing, particularly were
I an NSA official operating with the tacit permission of the escrow
houses? (We can pretend that such will not happen, but thats naive.)

Well, lets see. Ten bytes of each escrow half. Lets asume ten bytes of
serial number -- in fact, I believe the serial number is smaller, but
this is an order of magnitude calculation. We assume 250*10^6 as the
population, and that each person has a key. I get five gigabytes for
each of the two escrow databases. Fits conveniently on a single very
valuable Exabyte tape. This can only get easier with time, but who
cares -- I can already hold all the clipper keys in the country in my
pocket on two 8mm tapes.

Admittely, they will think of safeguards. They won't put the whole
database on one disk, prehaps. Maybe they will throw stumbling blocks
in the way. This changes nothing -- they keys will be needed every day
by hundreds if not thousands of law enforcement types, so convenience
will dictate that the system permit quick electronic retrieval. At
some point, with or without collusion by the agencies, those exabyte
tapes are going to get cut. Dorothy Denning and David Sternlight will
doubtless claim this can't happen -- but we know that ""can't"" is a
prayer, not a word that in this instance connotes realism.

With two exabyte tapes in your pocket, you would hold the keys for
every person's conversations in the country in your hands. Yeah, you
need the ""master key"" two -- but thats just ten bytes of information
that have to be stored an awful lot of places.

Come to think of it, even if the NSA getting a copy of the database
isn't a threat to you because unlike me you have no contraversial
political views, consider foreign intelligence services. You know, the
ones that David Sternlight wants to protect us from because of the
evil industrial espionage that they do. The French apparently do have
a big spying operation in friendly countries to get industrial
secrets, so he isn't being completely irrational here (although why
our companies couldn't use cryptosystems without back doors is left
unexplained by those that point out this threat.) 

Presumably, foreign intelligence services can get moles into the NSA
and other agencies. We have proof by example of this: its happened
many times. Presumably, someday they will get their hands on some
fraction of the keys. You can't avoid that sort of thing.

Don't pretend that no one unauthorized will ever get their hands on
the escrow databases.

We crypto types are all taught something very important at the
beginning of intro to cryptography -- security must depend on the
easily changed key that you pick to run your system, and not on a
secret. The escrow databases aren't the sorts of secrets that our
teachers told us about, but they are the sort of big secrets they
would lump into this category. Imagine trying to replace 100 million
Clipper chips.

I cannot believe that the NSA or whomever it is thats doing this
doesn't realize all this already. They are too smart. There are too
many of them who have made their bones in the real world. I suspect
that they know precisely what they are doing -- and that what they are
doing is giving us the appearance of safety so that they can continue
to surveil in spite of the growth of strong cryptography. I suspect
that they realize that they can't put things off forever, but they can
try to delay things as long as possible.

Who knows. Maybe even some of the higher ups, the inevitable
bureaucratic types that rise in any organization, really do believe
that this scheme might give people some security, even as their
subordinates in Fort Meade wring their hands over the foolishness of
it all.

--
Perry Metzger		pmetzger@shearson.com",0,20newsgroups
ag_18820,Bank on it: Tour will return NORTON -- Several players said yesterday they were thrilled to hear that the Deutsche Bank Championship has committed for two more years at TPC Boston.,0,ag_news
ag_80971,"Canadian Scientists Successfully Clone Fruit Flies The buzzing. The biting. You #39;d think there were already enough insects in the world to drive you buggy. However, a team of researchers at Dalhousie University in Halifax, Nova Scotia announced yesterday that",0,ag_news
elife_253,Auxin-regulated chromatin switch directs acquisition of flower primordium founder fate,1,elife
elife_61,Standardized and reproducible measurement of decision-making in mice,1,elife
elife_1116,Glutaminase 2 is a novel negative regulator of small GTPase Rac1 and mediates p53 function in suppressing metastasis,1,elife
ag_71423,"Canadian retail survey suggests average holiday spending \$991 a &lt;b&gt;...&lt;/b&gt; TORONTO (CP) - Canadian adults will spend an estimated average of \$991 this holiday season on gifts, clothing, travel, beauty services, food, drink and entertainment, an Ipsos-Reid survey suggests.",0,ag_news
ag_73041,"Israel pulls out of Khan Yunis leaving 17 dead as Qurei urges int #39; &lt;b&gt;...&lt;/b&gt; Israeli troops withdrew from the southern Gaza Strip town of Khan Yunis on Tuesday morning, following a 30-hour operation that left 17 Palestinians dead.",0,ag_news
elife_361,Computational models of O-LM cells are recruited by low or high theta frequency inputs depending on h-channel distributions,1,elife
ag_101210,Syria ready for talks with Israel without conditions ISN SECURITY WATCH (25/11/04) - Syrian President Bashar Assad told a top UN envoy on Wednesday he was ready to resume peace talks with Israel  quot;without conditions quot;.,0,ag_news
elife_1400,Development of pacemaker properties and rhythmogenic mechanisms in the mouse embryonic respiratory network,1,elife
ag_34590,"Bush to address UN assembly World leaders gathered at the United Nations on Tuesday to confront an agenda dominated by new terrorist threats, a humanitarian disaster in Sudan, turmoil in Iraq",0,ag_news
20ng_9612,"There are other laws and directives which bear upon the subject.  For
example, the National Computer Security Act of 1987 specifically directs
NBS [sic] to work with NSA on developing security standards for civilian
Federal computers.  (Pick up the bill from cpsr.org; it also includes
a report describing it, and some of the legislative history, including
concerns about NSA's involvement.)  Note also that NSA is specifically
charged with running the National Computer Security Center,  -- to
quote the aforementioned report -- ``NSA also will work with industries at
the DOD Computer Security Center to develop security standards for private
sector use.''",0,20newsgroups
elife_1155,Stochastic and deterministic dynamics of intrinsically irregular firing in cortical inhibitory interneurons,1,elife
elife_1638,Intestinal infection regulates behavior and learning via neuroendocrine signaling,1,elife
elife_380,Large-scale whole genome sequencing of M. tuberculosis provides insights into transmission in a high prevalence area,1,elife
elife_341,A mutant Escherichia coli that attaches peptidoglycan to lipopolysaccharide and displays cell wall on its surface,1,elife
ag_57597,"Caymas introduces company and products (InfoWorld) InfoWorld - Caymas Systems made its formal debut Monday, releasing three identity-driven access gateways designed for control of internal and external access to enterprise data and applications.",0,ag_news
elife_1995,High temperature sensitivity is intrinsic to voltage-gated potassium channels,1,elife
ag_84907,"Photo: Appro's XtremeBlade Appro's XtremeBlade uses a 12.25-inch chassis that can house blades with two, four or eight Opteron processors.",0,ag_news
elife_754,An NMDAR positive and negative allosteric modulator series share a binding site and are interconverted by methyl groups,1,elife
ag_119,"Life on Mars Likely, Scientist Claims (SPACE.com) SPACE.com - DENVER, COLORADO -- Those twin robots hard at work on Mars have transmitted teasing views that reinforce the prospect that microbial life may exist on the red planet.",0,ag_news
